OMEGAWIKI	FGLOSS	SEEALSO	GLOSS	SEMANTICFIELD	DEFINITION	POS	WOLD
2158	radiation	-	LIGHT RADIATION	The physical world	Electromagnetic radiation that is capable of causing a visual sensation. (Source: CED)	Noun	1.61
339690	light	-	LIGHT, IGNITE	The physical world	To start a fire or light a flame.	Verb	1.86
339690	ignite	-	LIGHT, IGNITE	The physical world	To start a fire or light a flame.	Verb	1.86
6811	lightning	-	LIGHTNING	The physical world	The flash of light caused by the discharge of atmospheric electrical charge.	Noun	1.55
440739	low	-	LOW TIDE	The physical world	the tide at the point of maximum ebb.	Noun	1353
440739	tide	-	LOW TIDE	The physical world	the tide at the point of maximum ebb.	Noun	1353
1364993	mainland	1373397	MAINLAND	The physical world	A large and continuous mass of land representing most of a region or a country but excluding outlying islands.	Noun	1.26
499237	match	-	MATCH	The physical world	A stick with inflammable substance on one end that can be set on fire by friction.	Noun	1.87
5729	moon	-	MOON	The physical world	A natural satellite of a planet.	Noun	1.53
2421	mountain	-	MOUNTAIN	The physical world	A feature of the earth's surface that rises high above the base and has generally steep slopes and a relatively small summit area.	Noun	1.22
2428	mud	-	MUD	The physical world	A mixture of clay and/or silt with water to form a plastic mass with a particle size preponderantly below 0.06 mm diameter. It is deposited in low-energy environments in lakes, estuaries and lagoons. It may also be deposited in deep-sea environments. (Source: WHIT)	Noun	1214
1521277	mush	-	MUSH	The physical world	Soaked clay or soil; very soft ground.	Noun	-
2608	ocean	-	OCEAN	The physical world	The mass of water occupying all of the Earth's surface not occupied by land, but excluding all lakes and inland seas.	Noun	1329
416275	pebbles	-	PEBBLES	The physical world	Small stone abraded by water.	Noun	-
2813	plain	-	PLAIN	The physical world	An extensive, broad tract of level or rolling, almost treeless land with a shrubby vegetation, usually at a low elevation.	Noun	1.23
1875	precipice	692485	PRECIPICE	The physical world	The inclined surface of any part of the Earth's surface, as a hillslope; also, a broad part of a continent descending toward an ocean, as the Pacific slope. (Source: BJGEO)	Noun	1222
3100	rain	-	RAIN, PRECIPATION	The physical world	Precipitation in the form of liquid water drops with diameters greater than 0.5 millimetres.	Noun	1.75
3100	precipation	-	RAIN, PRECIPATION	The physical world	Precipitation in the form of liquid water drops with diameters greater than 0.5 millimetres.	Noun	1.75
7041	rainbow	-	RAINBOW	The physical world	A multicoloured arc in the sky caused by the refraction of light within droplets of rain in the air.	Noun	1.59
5523	raining	-	RAINING	The physical world	To fall from the clouds in drops of water.	Verb	-
686508	rapids	-	RAPIDS	The physical world	Fast flowing section of a stream, often shallow and with exposed rock or boulders.	Noun	-
3138	reef	-	REEF	The physical world	A line of rocks in the tidal zone of a coast, submerged at high water but partly uncovered at low water.	Noun	1342
3253	river	-	RIVER	The physical world	A stream of water which flows in a channel from high ground to low ground and ultimately to a lake or the sea, except in a desert area where it may dwindle away to nothing.	Noun	1.36
3266	rock	-	ROCK	The physical world	Any aggregate of minerals that makes up part of the earth's crust. It may be unconsolidated, such as sand, clay, or mud, or consolidated, such as granite, limestone, or coal.	Noun	1.44
1505691	rough	-	ROUGH OF SEA	The physical world	With large waves (of sea).	Adjective	1323
1505691	of	-	ROUGH OF SEA	The physical world	With large waves (of sea).	Adjective	1323
1505691	sea	-	ROUGH OF SEA	The physical world	With large waves (of sea).	Adjective	1323
3305	sand	-	SAND	The physical world	A loose material consisting of small mineral particles, or rock and mineral particles, distinguishable by the naked eye; grains vary from almost spherical to angular, with a diameter range from 1/16 to 2 millimeters.	Noun	1215
1505696	savanna	-	SAVANNA	The physical world	A large open grassland in tropical and subtropical regions.	Noun	1411
6154	sea	-	SEA	The physical world	A body of salt water that is smaller than an ocean and generally in proximity to a continent.	Noun	1.32
5966	shade	-	SHADE	The physical world	Darkness, where light (particularly sunlight) is blocked.	Noun	1.63
1201459	shore	-	SHORE	The physical world	The land along the edge of a body of water.	Noun	1.27
7039	sky	-	SKY	The physical world	The part of the earth's atmosphere and space outside it that is visible from earth's surface. During the day it is perceived as blue, and at night as black.	Noun	1.51
3451	smoke	-	SMOKE, EXHAUST	The physical world	An aerosol, consisting of visible particles and gases, produced by the incomplete burning of carbon-based materials, such as wood and fossil fuels.	Noun	1.83
3451	exhaust	-	SMOKE, EXHAUST	The physical world	An aerosol, consisting of visible particles and gases, produced by the incomplete burning of carbon-based materials, such as wood and fossil fuels.	Noun	1.83
3455	snow	8047	SNOW	The physical world	The most common form of frozen precipitation, usually flakes or starlike crystals, matted ice needles, or combinations, and often rime-coated.	Noun	1.76
5525	snowing	-	SNOWING	The physical world	To fall from the clouds in the form of ice crystals.	Verb	-
5481	soil	3494;161681	SOIL	The physical world	The soft and loose material forming a great part of the Earth surface.	Noun	1212
3596	spring	-	SPRING OF WATER	The physical world	A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.	Noun	1.37
3596	of	-	SPRING OF WATER	The physical world	A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.	Noun	1.37
3596	water	-	SPRING OF WATER	The physical world	A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.	Noun	1.37
6041	star	-	STAR	The physical world	A luminous celestial body that is made from gases (particularly hydrogen and helium) and forms the shape of a sphere.	Noun	1.54
539987	steam	-	STEAM	The physical world	The gas phase of water.	Noun	1831
5662	stick	484273	STICK	The physical world	A long, thin piece of wood, mainly left in the shape in which it grew, that does not bend.	Noun	-
3633	stone	-	STONE	The physical world	A general term for rock that is used in construction, either crushed for use as aggregate or cut into shaped blocks as dimension stone.	Noun	1.44
3635	storm	-	STORM	The physical world	An atmospheric disturbance involving perturbations of the prevailing pressure and wind fields on scales ranging from tornadoes to extratropical cyclones; also the associated weather and the like. (Source: MGH)	Noun	1.58
1541265	storm	-	STORM CLOUDS	The physical world	darkish clouds attending a windstorm.	Noun	-
1541265	clouds	-	STORM CLOUDS	The physical world	darkish clouds attending a windstorm.	Noun	-
411075	stream	436	STREAM	The physical world	A small river or large creek; a body of moving water confined by banks.	Noun	1.36
5850	sun	-	SUN	The physical world	The particular star at the centre of our solar system, from which the Earth gets light and heat.	Noun	1.52
5069	swamp	-	SWAMP	The physical world	A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.	Noun	1.38
509787	thunder	-	THUNDER	The physical world	Sound produced by fast air expansion induced by a lightning.	Noun	1.56
3777	tide	-	TIDE	The physical world	The periodic rise and fall of the water resulting from gravitational interaction between the sun, moon and earth.	Noun	1352
3938	valley	-	VALLEY	The physical world	Any low-lying land bordered by higher ground; especially an elongate, relatively large, gently sloping depression of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.	Noun	1.24
4118	water	-	WATER	The physical world	Common liquid (H₂O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.	Noun	1.31
4079	waterfall	-	WATERFALL	The physical world	A perpendicular or steep descent of the water of a stream.	Noun	1.39
421112	wave	-	WAVE	The physical world	A disturbance in an fluid medium.	Noun	1.35
4129	weather	-	WEATHER	The physical world	The day-to-day meteorological conditions, especially temperature, cloudiness, and rainfall, affecting a specific place.	Noun	1.78
4138	well	-	WELL	The physical world	A hole dug into the earth to reach a supply of water, oil, brine or gas.	Noun	1.37
934369	whirlpool	-	WHIRLPOOL	The physical world	A rapidly rotating body of water.	Noun	1362
4160	wind	-	WIND	The physical world	The motion of air relative to the earth's surface; usually means horizontal air motion, as distinguished from vertical motion.	Noun	1.72
741520	wood	-	WOOD	The physical world	The substance making up the central part of the trunk and branches of a tree. Used as a material for construction, to manufacture various items, etc. or as fuel.	Noun	1.43
4168	woods	-	WOODS	The physical world	A dense growth of trees more extensive than a grove and smaller than a forest.	Noun	1.41
4181	world	-	WORLD	The physical world	The Earth with all its inhabitants and all things upon it.	Noun	1.1
7455	afternoon	-	AFTERNOON	Time	The part of the day which follows noon, between noon and evening.	Noun	14451
1412012	again	6952	AGAIN	Time	Once more.	Function word	14.35
73	age	-	AGE	Time	The period of time that a person, animal or plant has lived or is expected to live.	Noun	14.12
6902	always	6903	ALWAYS	Time	At all times.	Function word	14.31
5615	autumn	-	AUTUMN	Time	The season after summer and before winter, traditionally from September 21 to December 20 in the northern hemisphere and from March 21 to June 20 in the southern hemisphere.	Noun	14.77
1539800	be	-	BE LATE	Time	to be late	Verb	14.24
1539800	late	-	BE LATE	Time	to be late	Verb	14.24
7451	begin	356208;356211	BEGIN	Time	To begin an activity.	Verb	14.25
6405	beginning	355446	BEGINNING	Time	The beginning of an activity or event.	Noun	14251
849510	cease	1496276	CEASE	Time	To have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical.	Verb	14.28
5790	clock	-	CLOCK	Time	An instrument used to measure or keep track of time.	Noun	14.53
338616	dawn	670747	DAWN	Time	A period of time at the beginning of the day shortly before sunrise during which the light gradually becomes stronger.	Noun	14.43
5533	day	-	DAY 24 HOURS	Time	A period of time lasting 24 hours	Noun	14411
5533	hours	-	DAY 24 HOURS	Time	A period of time lasting 24 hours	Noun	14411
528451	day	-	DAY AFTER TOMORROW	Time	On the day following tomorrow.	Function word	14481
528451	after	-	DAY AFTER TOMORROW	Time	On the day following tomorrow.	Function word	14481
528451	tomorrow	-	DAY AFTER TOMORROW	Time	On the day following tomorrow.	Function word	14481
528467	day	-	DAY BEFORE YESTERDAY	Time	On the day before yesterday.	Function word	14491
528467	before	-	DAY BEFORE YESTERDAY	Time	On the day before yesterday.	Function word	14491
528467	yesterday	-	DAY BEFORE YESTERDAY	Time	On the day before yesterday.	Function word	14491
5477	day	-	DAY OF LIGHT	Time	The period between sunrise and sunset where one enjoys daylight.	Noun	14.41
5477	of	-	DAY OF LIGHT	Time	The period between sunrise and sunset where one enjoys daylight.	Noun	14.41
5477	light	-	DAY OF LIGHT	Time	The period between sunrise and sunset where one enjoys daylight.	Noun	14.41
1542663	dry	-	DRY SEASON	Time	Yearly period of low rainfall in the tropics.	Noun	-
1542663	season	-	DRY SEASON	Time	Yearly period of low rainfall in the tropics.	Noun	-
331892	early	695342	EARLY	Time	Before the expected time.	Function word	14.16
340750	end	-	END OF TIME	Time	The last or final part.	Noun	14.26
340750	of	-	END OF TIME	Time	The last or final part.	Noun	14.26
